2.562941998009117626e-03,2.849020653198209435e-02,3.658305948196706198e-03
-1.071810904271610666e-02,-1.008050814076605350e-02,-3.145782797188150740e-03
6.710682970705507226e-03,6.049018854051377118e-03,-7.969610070191575010e-03
6.992262110692396178e-04,2.272164674811210511e-02,-1.630576480532967484e-03
-5.207559699375318568e-03,-1.714447656307392653e-02,-3.417064366022527430e-03
-1.553739041062150369e-02,2.593892374528591720e-03,1.782857851916572331e-03
-1.003868239199143990e-03,9.614254537263671949e-03,-1.025529408280661083e-03
9.616791483200895496e-03,8.494930128580109596e-03,-8.454689875738503240e-04
7.103313417476707706e-03,-5.689801091918963299e-03,-4.895783015008984412e-03
-1.953145934811799725e-02,-7.702303341596823498e-04,-5.399240711284986234e-03
-1.399652613238543467e-02,-5.850378445855863342e-03,2.604234619100091047e-03
7.960356342201731824e-04,-4.010291957549964176e-02,-4.381688269505726449e-04
-2.534153132249255397e-02,-7.230975788094442733e-03,4.932786379601261217e-04
-2.002068610718755332e-02,6.259114615777344130e-04,-7.744840170838991622e-04
2.077627592017568942e-02,-1.153772564081305234e-02,4.485859512496618087e-03
-3.819746466925152267e-02,1.183229462576245415e-02,2.664887478593342806e-03
-6.051109910223360054e-03,2.862513500799110724e-02,5.888817773007213111e-03
-5.154611329542618803e-03,1.783921600168594801e-02,3.190241191599761574e-03
3.323773383897369975e-03,-4.008658687585042735e-03,-2.589749437198604707e-03
3.143528305005831303e-02,-8.208606902902377015e-04,-8.442945233147535009e-05
-1.575611231754363295e-03,1.108632374746851453e-02,-2.824102782198626826e-03
2.277117375844401118e-02,-1.054294051509155556e-03,2.413603841273570614e-03
-1.643490281301390049e-02,-1.106895909153586717e-02,1.406981819624626706e-03
-4.352369970771133648e-03,-3.481807457641657166e-02,-4.112897596774907935e-04
-2.143083224102764264e-02,-1.064389525054561421e-02,6.909768428428115410e-05
-8.542924759711770623e-04,3.482688103723622502e-02,1.439661991680236692e-03
3.938405661687093690e-02,6.152597234264600007e-02,-6.876291437287662331e-03
2.061630604875032500e-03,2.099408929462434278e-02,-5.654670973610385551e-04
-1.963899863131919957e-02,2.507577566783589663e-03,2.244678135231300501e-03
-2.164876906702697772e-03,2.141396419403715501e-02,-1.321173461820605117e-04
5.314758576452407665e-03,5.471374289376543243e-02,-7.909778642452290273e-03
1.342728115351469499e-02,-2.891971652115903416e-02,2.708053799902835138e-03
7.687033406567077114e-03,-4.850343807598763053e-03,-8.596769757773608384e-03
8.365065590771257956e-03,1.300306313582584757e-02,-2.273640325974210247e-03
-2.593875145934585250e-02,3.377182045016980435e-03,-1.665752230097836128e-03
5.121358621635943575e-03,3.176296196596168492e-02,5.652187757317810382e-03
-2.145393159321241309e-03,-2.073231865529356899e-02,1.931742514992777987e-03
9.691899394847210830e-03,-1.712492545936046898e-02,4.215722791060598842e-03
-3.125741885614908427e-02,2.931592171710620340e-03,2.322892014181874437e-03
-2.133642890186641591e-02,9.120560844708964013e-03,-1.200768964590379420e-03
-1.294678001764010440e-02,6.735395832337988387e-03,1.148634492756090862e-03
-2.040627903497624698e-02,9.295900384831601217e-04,-7.578552312118174740e-04
-6.021889906687732594e-03,-7.603092497837732507e-03,-3.795103951217118285e-03
-7.972573211459870607e-03,3.412695693545335623e-03,2.320019171771182769e-03
-3.213703103105355896e-02,2.515154640512481509e-03,8.451013552142221975e-04
3.022900786028013750e-02,-5.205076690849046693e-03,5.540608215513428102e-03
3.603805171032457844e-02,-9.991083703407593886e-03,-1.314368134516713093e-03
1.333565238186298213e-02,-1.452972843676412010e-02,3.900449547339136964e-03
3.851429457298433459e-03,-4.123928430662826430e-05,1.661124237923993592e-03
-8.850761015845438201e-03,1.544470567575351692e-02,-3.306653814033700366e-03
3.937040939571621184e-03,-4.990051857997066312e-04,5.586966138892458800e-04
-6.796500549783344308e-03,-9.473675673378142287e-03,-9.443356060149836473e-03
3.709714830259541740e-02,-2.990903308656437179e-02,4.711446695929356020e-03
3.084136624413587671e-02,1.096397949598592464e-02,1.578408072227039565e-04
-3.105825106259734077e-03,4.571675763197245723e-03,1.434603352293838466e-02
8.465496928609000981e-05,1.912707642990745319e-02,-1.502935301397188405e-03
2.939551579977055414e-03,2.007061061204303432e-03,-8.333220089719844959e-03
1.224484424844303823e-02,1.422302827882446566e-02,4.301611539235149044e-03
1.336767456288132268e-02,6.688352392233196282e-03,-7.961108931392734149e-04
-1.509455963954354010e-02,-7.300783518820929720e-03,-9.233897629607287771e-03
1.275941850676957402e-02,1.390664669146732257e-02,-1.828805999769085198e-03
-7.859611974360658851e-03,2.321893235858504476e-02,-5.432818379722985976e-04
-1.293394218876884293e-02,-2.209016529069720495e-04,-5.690656886252258746e-03
1.199629058459472522e-03,-7.809357571418911598e-03,1.910426237921975315e-03
-3.048074253944655677e-03,-9.639548714684425743e-03,-1.603487898998417604e-03
-2.352578573426184275e-02,-8.658313222555117511e-03,7.522131045409426913e-04
2.138575750200502612e-02,-5.456666546223070020e-03,1.834921190723253371e-03
-1.311388158612260962e-02,-3.816850646245617453e-03,-2.346928265503018737e-03
