8.250693140568700693e-03,1.877928911195445583e-01
-6.077924139146994448e-02,-3.579729109593526304e-01
2.382011550742479389e-01,-1.216369587971223992e-01
-1.581901913896038847e-01,2.088086331359833847e-01
3.773571916460203290e-01,5.435814321382159350e-03
-5.115099441991046714e-01,1.718590855085042612e-01
-1.511470836526435796e-02,-1.812950658761256495e-01
3.140009303466382296e-01,2.812280594957911606e-01
-5.611956353051357205e-01,1.531691725760354894e-01
1.823713787451558266e-01,-4.299557938041191352e-01
3.669103315949799327e-01,2.716000008085871567e-02
5.146791244426408563e-01,2.644082810113468351e-02
8.177044114010692533e-02,2.645425686818368705e-02
-9.620795327509411299e-02,1.375979998705955873e-02
4.130405655631330664e-01,3.761950252178707793e-02
-2.772589273634799567e-01,-3.566664274311576914e-04
-8.174279407418075238e-02,-3.500959443224668788e-01
-8.847203713150279814e-02,1.839339039596780273e-02
2.154720336442605133e-01,4.667630610531525032e-02
8.320456899830458442e-02,1.620661886842160726e-01
4.543474161664189381e-01,1.378248700372458335e-01
-5.856386436959539754e-01,3.598446682164759512e-03
-5.327567009472005122e-01,2.966446037512994807e-02
-1.738401165239021606e-01,-3.105632335003665201e-01
-1.377406930722824829e-01,2.088793948770490683e-01
-5.372560725180859365e-01,1.950487793859721486e-01
-1.081664702662344518e-01,3.920247336356576240e-02
3.614144180859120703e-01,1.625822962601248811e-01
-2.783737450214475717e-01,-1.450047920211434416e-01
1.908413416066466195e-01,-2.835190145865500999e-01
2.246978009814485089e-01,3.933970090343630877e-01
-5.613921989628785081e-01,1.600892125902476371e-01
1.895690464112032014e-01,2.886825802847147182e-01
1.668537057114706790e-01,-4.315120789701262227e-01
-4.236132668827011227e-01,-1.685043603903591813e-01
-3.855964484755048938e-01,-6.269087577142538198e-03
3.336512940258406501e-01,2.776443156056516287e-02
-1.019169766748347916e-01,-3.432066161682180705e-01
-3.599759789244238450e-01,7.485109388812326292e-03
-1.957486983977897027e-02,1.732492251714914111e-01
-5.313666792315434595e-01,1.675487183535167290e-01
-4.784752746124389389e-01,2.845565003404177881e-02
3.134066730255062883e-01,2.202829326500244447e-02
-5.743299137615143213e-01,1.773259184768350982e-01
1.706235418927749131e-02,-1.810235269230301425e-01
-6.181333081682737207e-01,1.467383983463903530e-01
